80,326
326,80
80,368
368,80
80,422
422,80
80,472
472,80
80,570
570,80
80,737
737,80
80,833
833,80
80,885
885,80
80,899
899,80
326,368
368,326
326,422
422,326
326,472
472,326
326,570
570,326
326,737
737,326
326,833
833,326
326,885
885,326
326,899
899,326
368,422
422,368
368,472
472,368
368,570
570,368
368,737
737,368
368,833
833,368
368,885
885,368
368,899
899,368
422,472
472,422
422,570
570,422
422,737
737,422
422,833
833,422
422,885
885,422
422,899
899,422
472,570
570,472
472,737
737,472
472,833
833,472
472,885
885,472
472,899
899,472
570,737
737,570
570,833
833,570
570,885
885,570
570,899
899,570
737,833
833,737
737,885
885,737
737,899
899,737
833,885
885,833
833,899
899,833
885,899
899,885
188,319
319,188
188,456
456,188
188,707
707,188
188,756
756,188
188,767
767,188
188,825
825,188
319,456
456,319
319,707
707,319
319,756
756,319
319,767
767,319
319,825
825,319
456,707
707,456
456,756
756,456
456,767
767,456
456,825
825,456
707,756
756,707
707,767
767,707
707,825
825,707
756,767
767,756
756,825
825,756
767,825
825,767
80,277
277,80
80,720
720,80
80,732
732,80
80,772
772,80
80,833
833,80
80,876
876,80
80,885
885,80
277,720
720,277
277,732
732,277
277,772
772,277
277,833
833,277
277,876
876,277
277,885
885,277
720,732
732,720
720,772
772,720
720,833
833,720
720,876
876,720
720,885
885,720
732,772
772,732
732,833
833,732
732,876
876,732
732,885
885,732
772,833
833,772
772,876
876,772
772,885
885,772
833,876
876,833
833,885
885,833
876,885
885,876
25,80
80,25
25,168
168,25
25,231
231,25
25,247
247,25
25,259
259,25
25,443
443,25
25,470
470,25
25,518
518,25
25,571
571,25
25,634
634,25
25,722
722,25
25,737
737,25
25,756
756,25
25,767
767,25
80,168
168,80
80,231
231,80
80,247
247,80
80,259
259,80
80,443
443,80
80,470
470,80
80,518
518,80
80,571
571,80
80,634
634,80
80,722
722,80
80,737
737,80
80,756
756,80
80,767
767,80
168,231
231,168
168,247
247,168
168,259
259,168
168,443
443,168
168,470
470,168
168,518
518,168
168,571
571,168
168,634
634,168
168,722
722,168
168,737
737,168
168,756
756,168
168,767
767,168
231,247
247,231
231,259
259,231
231,443
443,231
231,470
470,231
231,518
518,231
231,571
571,231
231,634
634,231
231,722
722,231
231,737
737,231
231,756
756,231
231,767
767,231
247,259
259,247
247,443
443,247
247,470
470,247
247,518
518,247
247,571
571,247
247,634
634,247
247,722
722,247
247,737
737,247
247,756
756,247
247,767
767,247
259,443
443,259
259,470
470,259
259,518
518,259
259,571
571,259
259,634
634,259
259,722
722,259
259,737
737,259
259,756
756,259
259,767
767,259
443,470
470,443
443,518
518,443
443,571
571,443
443,634
634,443
443,722
722,443
443,737
737,443
443,756
756,443
443,767
767,443
470,518
518,470
470,571
571,470
470,634
634,470
470,722
722,470
470,737
737,470
470,756
756,470
470,767
767,470
518,571
571,518
518,634
634,518
518,722
722,518
518,737
737,518
518,756
756,518
518,767
767,518
571,634
634,571
571,722
722,571
571,737
737,571
571,756
756,571
571,767
767,571
634,722
722,634
634,737
737,634
634,756
756,634
634,767
767,634
722,737
737,722
722,756
756,722
722,767
767,722
737,756
756,737
737,767
767,737
756,767
767,756
14,66
66,14
14,100
100,14
14,163
163,14
14,518
518,14
14,782
782,14
14,876
876,14
14,902
902,14
14,903
903,14
66,100
100,66
66,163
163,66
66,518
518,66
66,782
782,66
66,876
876,66
66,902
902,66
66,903
903,66
100,163
163,100
100,518
518,100
100,782
782,100
100,876
876,100
100,902
902,100
100,903
903,100
163,518
518,163
163,782
782,163
163,876
876,163
163,902
902,163
163,903
903,163
518,782
782,518
518,876
876,518
518,902
902,518
518,903
903,518
782,876
876,782
782,902
902,782
782,903
903,782
876,902
902,876
876,903
903,876
902,903
903,902
188,319
319,188
188,456
456,188
188,707
707,188
188,767
767,188
188,825
825,188
319,456
456,319
319,707
707,319
319,767
767,319
319,825
825,319
456,707
707,456
456,767
767,456
456,825
825,456
707,767
767,707
707,825
825,707
767,825
825,767
97,144
144,97
97,194
194,97
97,318
318,97
97,387
387,97
97,595
595,97
97,669
669,97
97,676
676,97
97,794
794,97
97,807
807,97
97,830
830,97
144,194
194,144
144,318
318,144
144,387
387,144
144,595
595,144
144,669
669,144
144,676
676,144
144,794
794,144
144,807
807,144
144,830
830,144
194,318
318,194
194,387
387,194
194,595
595,194
194,669
669,194
194,676
676,194
194,794
794,194
194,807
807,194
194,830
830,194
318,387
387,318
318,595
595,318
318,669
669,318
318,676
676,318
318,794
794,318
318,807
807,318
318,830
830,318
387,595
595,387
387,669
669,387
387,676
676,387
387,794
794,387
387,807
807,387
387,830
830,387
595,669
669,595
595,676
676,595
595,794
794,595
595,807
807,595
595,830
830,595
669,676
676,669
669,794
794,669
669,807
807,669
669,830
830,669
676,794
794,676
676,807
807,676
676,830
830,676
794,807
807,794
794,830
830,794
807,830
830,807
40,80
80,40
40,203
203,40
40,405
405,40
40,414
414,40
40,571
571,40
40,613
613,40
40,647
647,40
40,780
780,40
40,808
808,40
40,858
858,40
40,870
870,40
40,944
944,40
80,203
203,80
80,405
405,80
80,414
414,80
80,571
571,80
80,613
613,80
80,647
647,80
80,780
780,80
80,808
808,80
80,858
858,80
80,870
870,80
80,944
944,80
203,405
405,203
203,414
414,203
203,571
571,203
203,613
613,203
203,647
647,203
203,780
780,203
203,808
808,203
203,858
858,203
203,870
870,203
203,944
944,203
405,414
414,405
405,571
571,405
405,613
613,405
405,647
647,405
405,780
780,405
405,808
808,405
405,858
858,405
405,870
870,405
405,944
944,405
414,571
571,414
414,613
613,414
414,647
647,414
414,780
780,414
414,808
808,414
414,858
858,414
414,870
870,414
414,944
944,414
571,613
613,571
571,647
647,571
571,780
780,571
571,808
808,571
571,858
858,571
571,870
870,571
571,944
944,571
613,647
647,613
613,780
780,613
613,808
808,613
613,858
858,613
613,870
870,613
613,944
944,613
647,780
780,647
647,808
808,647
647,858
858,647
647,870
870,647
647,944
944,647
780,808
808,780
780,858
858,780
780,870
870,780
780,944
944,780
808,858
858,808
808,870
870,808
808,944
944,808
858,870
870,858
858,944
944,858
870,944
944,870
85,277
277,85
85,472
472,85
85,737
737,85
85,807
807,85
85,833
833,85
85,885
885,85
85,886
886,85
277,472
472,277
277,737
737,277
277,807
807,277
277,833
833,277
277,885
885,277
277,886
886,277
472,737
737,472
472,807
807,472
472,833
833,472
472,885
885,472
472,886
886,472
737,807
807,737
737,833
833,737
737,885
885,737
737,886
886,737
807,833
833,807
807,885
885,807
807,886
886,807
833,885
885,833
833,886
886,833
885,886
886,885
97,144
144,97
97,310
310,97
97,318
318,97
97,322
322,97
97,336
336,97
97,359
359,97
97,405
405,97
97,480
480,97
97,518
518,97
97,595
595,97
97,622
622,97
97,647
647,97
97,685
685,97
97,767
767,97
97,794
794,97
97,830
830,97
97,870
870,97
144,310
310,144
144,318
318,144
144,322
322,144
144,336
336,144
144,359
359,144
144,405
405,144
144,480
480,144
144,518
518,144
144,595
595,144
144,622
622,144
144,647
647,144
144,685
685,144
144,767
767,144
144,794
794,144
144,830
830,144
144,870
870,144
310,318
318,310
310,322
322,310
310,336
336,310
310,359
359,310
310,405
405,310
310,480
480,310
310,518
518,310
310,595
595,310
310,622
622,310
310,647
647,310
310,685
685,310
310,767
767,310
310,794
794,310
310,830
830,310
310,870
870,310
318,322
322,318
318,336
336,318
318,359
359,318
318,405
405,318
318,480
480,318
318,518
518,318
318,595
595,318
318,622
622,318
318,647
647,318
318,685
685,318
318,767
767,318
318,794
794,318
318,830
830,318
318,870
870,318
322,336
336,322
322,359
359,322
322,405
405,322
322,480
480,322
322,518
518,322
322,595
595,322
322,622
622,322
322,647
647,322
322,685
685,322
322,767
767,322
322,794
794,322
322,830
830,322
322,870
870,322
336,359
359,336
336,405
405,336
336,480
480,336
336,518
518,336
336,595
595,336
336,622
622,336
336,647
647,336
336,685
685,336
336,767
767,336
336,794
794,336
336,830
830,336
336,870
870,336
359,405
405,359
359,480
480,359
359,518
518,359
359,595
595,359
359,622
622,359
359,647
647,359
359,685
685,359
359,767
767,359
359,794
794,359
359,830
830,359
359,870
870,359
405,480
480,405
405,518
518,405
405,595
595,405
405,622
622,405
405,647
647,405
405,685
685,405
405,767
767,405
405,794
794,405
405,830
830,405
405,870
870,405
480,518
518,480
480,595
595,480
480,622
622,480
480,647
647,480
480,685
685,480
480,767
767,480
480,794
794,480
480,830
830,480
480,870
870,480
518,595
595,518
518,622
622,518
518,647
647,518
518,685
685,518
518,767
767,518
518,794
794,518
518,830
830,518
518,870
870,518
595,622
622,595
595,647
647,595
595,685
685,595
595,767
767,595
595,794
794,595
595,830
830,595
595,870
870,595
622,647
647,622
622,685
685,622
622,767
767,622
622,794
794,622
622,830
830,622
622,870
870,622
647,685
685,647
647,767
767,647
647,794
794,647
647,830
830,647
647,870
870,647
685,767
767,685
685,794
794,685
685,830
830,685
685,870
870,685
767,794
794,767
767,830
830,767
767,870
870,767
794,830
830,794
794,870
870,794
830,870
870,830
73,188
188,73
73,432
432,73
73,435
435,73
73,456
456,73
73,707
707,73
73,729
729,73
73,756
756,73
73,767
767,73
73,799
799,73
73,825
825,73
73,965
965,73
188,432
432,188
188,435
435,188
188,456
456,188
188,707
707,188
188,729
729,188
188,756
756,188
188,767
767,188
188,799
799,188
188,825
825,188
188,965
965,188
432,435
435,432
432,456
456,432
432,707
707,432
432,729
729,432
432,756
756,432
432,767
767,432
432,799
799,432
432,825
825,432
432,965
965,432
435,456
456,435
435,707
707,435
435,729
729,435
435,756
756,435
435,767
767,435
435,799
799,435
435,825
825,435
435,965
965,435
456,707
707,456
456,729
729,456
456,756
756,456
456,767
767,456
456,799
799,456
456,825
825,456
456,965
965,456
707,729
729,707
707,756
756,707
707,767
767,707
707,799
799,707
707,825
825,707
707,965
965,707
729,756
756,729
729,767
767,729
729,799
799,729
729,825
825,729
729,965
965,729
756,767
767,756
756,799
799,756
756,825
825,756
756,965
965,756
767,799
799,767
767,825
825,767
767,965
965,767
799,825
825,799
799,965
965,799
825,965
965,825
261,395
395,261
261,714
714,261
395,714
714,395
66,163
163,66
66,480
480,66
66,629
629,66
66,634
634,66
66,902
902,66
66,903
903,66
66,950
950,66
66,998
998,66
163,480
480,163
163,629
629,163
163,634
634,163
163,902
902,163
163,903
903,163
163,950
950,163
163,998
998,163
480,629
629,480
480,634
634,480
480,902
902,480
480,903
903,480
480,950
950,480
480,998
998,480
629,634
634,629
629,902
902,629
629,903
903,629
629,950
950,629
629,998
998,629
634,902
902,634
634,903
903,634
634,950
950,634
634,998
998,634
902,903
903,902
902,950
950,902
902,998
998,902
903,950
950,903
903,998
998,903
950,998
998,950
148,326
326,148
148,368
368,148
148,422
422,148
148,472
472,148
148,570
570,148
148,595
595,148
148,732
732,148
148,737
737,148
148,764
764,148
148,833
833,148
148,876
876,148
148,885
885,148
148,899
899,148
326,368
368,326
326,422
422,326
326,472
472,326
326,570
570,326
326,595
595,326
326,732
732,326
326,737
737,326
326,764
764,326
326,833
833,326
326,876
876,326
326,885
885,326
326,899
899,326
368,422
422,368
368,472
472,368
368,570
570,368
368,595
595,368
368,732
732,368
368,737
737,368
368,764
764,368
368,833
833,368
368,876
876,368
368,885
885,368
368,899
899,368
422,472
472,422
422,570
570,422
422,595
595,422
422,732
732,422
422,737
737,422
422,764
764,422
422,833
833,422
422,876
876,422
422,885
885,422
422,899
899,422
472,570
570,472
472,595
595,472
472,732
732,472
472,737
737,472
472,764
764,472
472,833
833,472
472,876
876,472
472,885
885,472
472,899
899,472
570,595
595,570
570,732
732,570
570,737
737,570
570,764
764,570
570,833
833,570
570,876
876,570
570,885
885,570
570,899
899,570
595,732
732,595
595,737
737,595
595,764
764,595
595,833
833,595
595,876
876,595
595,885
885,595
595,899
899,595
732,737
737,732
732,764
764,732
732,833
833,732
732,876
876,732
732,885
885,732
732,899
899,732
737,764
764,737
737,833
833,737
737,876
876,737
737,885
885,737
737,899
899,737
764,833
833,764
764,876
876,764
764,885
885,764
764,899
899,764
833,876
876,833
833,885
885,833
833,899
899,833
876,885
885,876
876,899
899,876
885,899
899,885
19,80
80,19
19,111
111,19
19,247
247,19
19,277
277,19
19,451
451,19
19,472
472,19
19,487
487,19
19,488
488,19
19,523
523,19
19,571
571,19
19,722
722,19
19,732
732,19
19,737
737,19
19,740
740,19
19,885
885,19
80,111
111,80
80,247
247,80
80,277
277,80
80,451
451,80
80,472
472,80
80,487
487,80
80,488
488,80
80,523
523,80
80,571
571,80
80,722
722,80
80,732
732,80
80,737
737,80
80,740
740,80
80,885
885,80
111,247
247,111
111,277
277,111
111,451
451,111
111,472
472,111
111,487
487,111
111,488
488,111
111,523
523,111
111,571
571,111
111,722
722,111
111,732
732,111
111,737
737,111
111,740
740,111
111,885
885,111
247,277
277,247
247,451
451,247
247,472
472,247
247,487
487,247
247,488
488,247
247,523
523,247
247,571
571,247
247,722
722,247
247,732
732,247
247,737
737,247
247,740
740,247
247,885
885,247
277,451
451,277
277,472
472,277
277,487
487,277
277,488
488,277
277,523
523,277
277,571
571,277
277,722
722,277
277,732
732,277
277,737
737,277
277,740
740,277
277,885
885,277
451,472
472,451
451,487
487,451
